# Program:featureCounts v2.0.2; Command:"/Applications/software_bioinformatics/subread-2.0.2-macOS-x86_64/bin/featureCounts" "-T" "8" "-p" "-a" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/real_yeast.gtf" "-o" "FeatureCounts.txt" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam" "/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_0_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_1_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_2_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_3_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_4_Aligned.sortedByCoord.out.bam	/Users/rashmirao/Documents/Sidra_Externship/RNAseq/RNA_seq_analysis/raw_data/fastq/res_trimmomatic/fastp_results/fastas/alignments/output_5_Aligned.sortedByCoord.out.bam
YPR002W	chrXVI	558385	559935	+	1551	573	1034	700	542	508	488
YPL127C	chrXVI	308828	309604	-	777	597	775	686	457	471	502
YPR108W	chrXVI	742454	743743	+	1290	3559	4614	2918	2091	2326	2284
YPR172W	chrXVI	885796	886398	+	603	2869	3431	3212	2034	1976	1937
tF(GAA)P2	chrXVI;chrXVI	622540;622595	622575;622631	-;-	73	4	1	0	0	0	0
YPR200C	chrXVI	939279	939671	-	393	92	150	99	47	72	58
YPL058C	chrXVI	445842	450377	-	4536	653	614	656	306	392	388
YPL073C	chrXVI	418499	418984	-	486	4	2	1	0	1	2
YPR197C	chrXVI	933898	934461	-	564	1	6	3	0	0	3
YPR088C	chrXVI	711403	713028	-	1626	1722	2366	1989	1133	1251	1191
YPL254W	chrXVI	69485	70951	+	1467	434	693	409	255	305	303
YPR010C-A	chrXVI;chrXVI	582373;582702	582558;582734	-;-	219	7827	17148	10647	5700	7767	4349
YPL223C	chrXVI	128632	129138	-	507	129703	202594	141973	96372	101651	100633
YPR056W	chrXVI	671126	672142	+	1017	811	1387	817	494	630	432
YPR006C	chrXVI	567269	568996	-	1728	1155	1492	1059	713	863	553
YPR129W	chrXVI	792687	793736	+	1050	995	1198	914	585	621	769
YPR199C	chrXVI	938148	939032	-	885	1658	2388	1619	1047	1306	1186
YPL062W	chrXVI	431895	432299	+	405	50	45	33	34	17	6
YPR113W	chrXVI	752257	752919	+	663	811	941	987	415	613	425
YPL166W	chrXVI	237338	237979	+	642	704	927	648	422	480	493
YPR020W	chrXVI	599870	600217	+	348	778	937	610	404	468	506
YPL160W	chrXVI	246990	250262	+	3273	1783	2511	1628	1330	1280	1601
YPL147W	chrXVI	273255	275867	+	2613	2265	3032	1764	1678	1478	1664
YPL107W	chrXVI	349119	349865	+	747	1378	2289	1767	1208	1266	1079
YPL169C	chrXVI	229039	230838	-	1800	1527	1920	1554	1016	1171	1062
YPR169W-A	chrXVI	883239	883457	+	219	0	0	0	0	0	0
YPR170W-A	chrXVI	883378	883563	+	186	0	0	0	0	0	0
YPR014C	chrXVI	587189	587518	-	330	63	100	54	54	46	56
YPR049C	chrXVI	661137	664673	-	3537	2912	3492	2136	1824	1665	1940
YPL087W	chrXVI	383455	384408	+	954	844	1052	677	491	618	546
YPR115W	chrXVI	754877	758128	+	3252	3408	4192	2789	2183	2112	2818
YPL184C	chrXVI	195950	197788	-	1839	1132	1557	942	644	713	822
YPR111W	chrXVI	747306	749000	+	1695	1149	1591	1446	763	952	949
YPR203W	chrXVI	943880	944188	+	309	0	0	0	0	0	0
YPR189W	chrXVI	912664	916962	+	4299	1242	1393	995	884	741	842
YPR034W	chrXVI	639525	640958	+	1434	847	1019	933	544	638	550
YPL189W	chrXVI	189154	190983	+	1830	129	147	168	69	84	118
YPL246C	chrXVI	84509	85297	-	789	1227	1254	954	794	713	987
YPL020C	chrXVI	512313	514178	-	1866	1504	1927	1870	898	1260	892
YPL255W	chrXVI	67725	68882	+	1158	54	103	87	77	61	68
YPL196W	chrXVI	175043	175864	+	822	2525	3139	2147	1327	1689	1555
YPR135W	chrXVI	799234	802017	+	2784	507	657	584	380	428	415
YPR044C	chrXVI	654524	654877	-	354	114	140	99	88	76	72
YPL061W	chrXVI	432588	434090	+	1503	44037	53100	40796	29082	27713	32084
YPL238C	chrXVI	100474	100863	-	390	6	6	6	5	12	1
YPL052W	chrXVI;chrXVI	458799;459007	459005;459678	+;+	879	587	1002	587	383	530	298
YPR112C	chrXVI	749256	751919	-	2664	880	1723	1342	780	952	699
YPL186C	chrXVI	194512	195426	-	915	4467	7035	4749	2949	3445	3304
YPR148C	chrXVI	826833	828140	-	1308	7346	9288	7643	4514	5500	5071
YPL276W	chrXVI	17948	18385	+	438	3	13	6	7	6	2
YPL280W	chrXVI	11887	12600	+	714	366	387	227	144	162	192
YPR143W	chrXVI	818323	819075	+	753	399	626	428	310	353	289
YPL261C	chrXVI	48996	49304	-	309	66	90	55	38	46	34
YPL034W	chrXVI	486712	487209	+	498	35	47	16	26	15	18
YPL116W	chrXVI	329606	331699	+	2094	1072	1486	907	780	719	792
YPL131W	chrXVI	303121	304014	+	894	3269	5228	3073	2933	2856	2927
YPR017C	chrXVI	593486	593917	-	432	277	464	225	192	180	170
YPL012W	chrXVI	529723	533409	+	3687	824	1280	1068	767	768	635
YPL017C	chrXVI	518734	520233	-	1500	1764	2237	1702	1219	1206	1415
YPL010W	chrXVI	535018	535587	+	570	809	1239	652	436	616	430
YPR173C	chrXVI	886524	887837	-	1314	1015	1340	1037	615	753	845
YPL233W	chrXVI	106172	106822	+	651	919	1203	1059	586	792	522
YPR024W	chrXVI	610481	612724	+	2244	2803	3607	2777	2037	1889	2237
YPL152W-A	chrXVI	264602	264700	+	99	4	3	3	1	1	5
YPL187W	chrXVI	193648	194145	+	498	1124	2453	1245	893	1062	872
YPR191W	chrXVI	919381	920487	+	1107	4804	5642	3984	2732	2747	3959
YPR170C	chrXVI	882983	883318	-	336	57	63	82	37	56	19
YPR123C	chrXVI	786141	786575	-	435	13	19	26	11	12	14
YPR142C	chrXVI	818130	818693	-	564	0	2	0	0	0	0
YPL063W	chrXVI	429939	431369	+	1431	2426	3335	2488	1680	1693	1767
YPR007C	chrXVI	569336	571378	-	2043	916	1238	937	605	618	695
YPR084W	chrXVI	706972	708342	+	1371	1845	2072	2101	1115	1264	1167
YPL149W	chrXVI	271310	272194	+	885	1410	1429	1133	762	868	630
YPL089C	chrXVI	379120	381150	-	2031	4310	6191	4325	3379	3578	3530
YPR166C	chrXVI	876282	876629	-	348	169	236	166	100	109	52
YPR167C	chrXVI	876847	877632	-	786	694	676	653	373	451	380
YPL231W	chrXVI	108652	114315	+	5664	5158	6852	4609	3256	3373	3914
YPR025C	chrXVI	613377	614558	-	1182	2451	3121	2125	1339	1557	1323
YPL098C	chrXVI	364386	364727	-	342	539	794	540	320	461	354
YPR147C	chrXVI	825645	826559	-	915	1190	1290	997	595	677	592
YPL129W	chrXVI;chrXVI	305298;305412	305306;306137	+;+	735	1172	1798	1112	858	897	856
YPR153W	chrXVI;chrXVI	833689;833828	833693;834245	+;+	423	150	198	126	86	122	90
YPR164W	chrXVI	870703	874926	+	4224	1683	2043	1631	1105	1080	1251
YPL026C	chrXVI	500675	502183	-	1509	3154	4376	3813	1995	2721	2285
YPR001W	chrXVI	556377	557837	+	1461	1050	1488	1165	742	1056	780
YPL282C	chrXVI	7933	8427	-	495	0	0	0	0	0	0
YPR178W	chrXVI	892332	893729	+	1398	597	735	550	349	449	412
YPR061C	chrXVI	675977	676882	-	906	1169	1442	1033	687	799	850
YPL180W	chrXVI	205248	207647	+	2400	1842	2356	2088	1246	1439	1225
YPL142C	chrXVI	282686	283003	-	318	1	4	0	1	3	4
YPL019C	chrXVI	514511	517018	-	2508	1644	2817	1988	1310	1296	1223
YPL258C	chrXVI	53498	55153	-	1656	698	1124	759	584	535	571
YPL022W	chrXVI	506697	509999	+	3303	2074	2868	1727	1510	1358	1550
YPL279C	chrXVI	13228	14355	-	1128	100	170	123	80	69	60
YPL044C	chrXVI	469926	470474	-	549	0	0	0	0	0	0
YPR193C	chrXVI	922909	923379	-	471	1459	2116	1222	946	899	954
YPL001W	chrXVI	554605	555729	+	1125	606	632	527	272	423	220
YPR083W	chrXVI	704854	706593	+	1740	654	805	707	404	446	463
YPR195C	chrXVI	927965	928294	-	330	70	113	58	43	54	32
YPL057C	chrXVI	451909	453057	-	1149	4503	6398	3994	3568	3492	3772
YPL211W	chrXVI	153495	154040	+	546	96	193	148	63	99	60
YPL041C	chrXVI	475118	475741	-	624	98	155	103	79	81	77
YPR003C	chrXVI	561504	563768	-	2265	2355	3137	1763	1380	1394	1498
YPL181W	chrXVI	203421	204941	+	1521	3978	5506	4524	2838	3360	2792
YPR168W	chrXVI	878076	878549	+	474	172	194	178	110	123	114
YPL185W	chrXVI	195253	195648	+	396	13	29	16	19	16	11
YPL040C	chrXVI	475993	479001	-	3009	387	576	485	307	373	322
YPL070W	chrXVI	420948	422786	+	1839	2271	2848	2016	1467	1471	1551
YPR159W	chrXVI	857583	859745	+	2163	2700	3830	2690	2444	2437	1982
YPL002C	chrXVI	553627	554328	-	702	1322	1536	1130	767	743	816
snR51	chrXVI	718700	718806	-	107	21	25	14	11	9	10
YPL227C	chrXVI	120163	121167	-	1005	268	280	341	178	186	124
YPL067C	chrXVI	425251	425847	-	597	223	375	291	173	274	175
YPL236C	chrXVI	101608	102702	-	1095	988	1009	851	564	561	597
YPL151C	chrXVI	266180	267535	-	1356	1022	1371	1094	706	748	669
YPL234C	chrXVI	104946	105440	-	495	646	807	558	368	426	492
YPL015C	chrXVI	525810	526883	-	1074	1563	1843	1356	1129	966	1234
YPR035W	chrXVI	642208	643320	+	1113	10126	13719	12482	7456	9153	6940
YPR037C	chrXVI	646448	647038	-	591	234	287	299	140	176	206
YPR184W	chrXVI	902044	906654	+	4611	13422	15337	8751	7671	6885	11692
YPL135W	chrXVI	297553	298050	+	498	5322	7062	5052	4235	4123	3521
YPL215W	chrXVI	147416	148423	+	1008	680	822	700	405	533	484
YPL112C	chrXVI	337436	338620	-	1185	629	960	586	460	478	375
tK(UUU)P	chrXVI;chrXVI	769207;769266	769242;769302	-;-	73	0	0	0	0	4	0
YPR146C	chrXVI	825347	825676	-	330	79	64	31	26	22	40
YPR087W	chrXVI	711354	711674	+	321	11	2	2	4	4	4
tW(CCA)P	chrXVI;chrXVI	56169;56239	56204;56274	-;-	72	1	5	2	0	1	0
YPL154C	chrXVI	259714	260931	-	1218	16518	19494	11370	9753	9209	12706
YPL136W	chrXVI	296286	296654	+	369	0	1	0	0	0	0
YPR094W	chrXVI	720637	720960	+	324	420	552	422	241	344	202
YPR074C	chrXVI	692796	694838	-	2043	2650	3786	2989	2171	2121	2508
YPL056C	chrXVI	453430	453735	-	306	970	1173	876	520	659	449
YPL189C-A	chrXVI	188307	188513	-	207	1185	1624	976	570	724	687
YPR082C	chrXVI	704225	704656	-	432	302	409	277	209	215	160
YPR133C	chrXVI	795978	797210	-	1233	2391	3355	2863	1532	1943	1580
YPL047W	chrXVI	465962	466261	+	300	1012	1511	1003	633	782	615
YPL077C	chrXVI	409368	410090	-	723	596	581	621	271	453	296
YPR016W-A	chrXVI	593096	593356	+	261	141	216	107	114	86	127
YPL272C	chrXVI	26611	28164	-	1554	369	481	210	194	226	287
YPR050C	chrXVI	664953	665366	-	414	0	0	0	0	0	0
YPR108W-A	chrXVI	744175	744387	+	213	3	6	3	0	2	0
YPR070W	chrXVI	685898	687598	+	1701	550	660	456	334	325	397
YPL176C	chrXVI	216012	218363	-	2352	1902	2645	1623	1228	1339	1432
YPL220W	chrXVI	135790	136443	+	654	274	445	254	152	195	147
YPL065W	chrXVI	427927	428655	+	729	1280	2027	1334	697	998	580
YPL074W	chrXVI	415763	418027	+	2265	1643	2295	1490	1110	1195	1255
YPL032C	chrXVI	488887	491364	-	2478	1252	1608	1277	873	934	853
YPL167C	chrXVI	232593	237107	-	4515	1106	1382	924	683	718	767
tN(GUU)P	chrXVI	810676	810749	+	74	10	10	14	4	8	6
YPR185W	chrXVI	907218	909434	+	2217	1977	2709	2289	1309	1481	1550
YPR160C-A	chrXVI	862577	862861	-	285	0	0	0	0	0	0
YPL038W	chrXVI	480535	481068	+	534	323	338	325	180	193	194
YPR145W	chrXVI	822620	824338	+	1719	938	1281	1083	495	786	746
YPL165C	chrXVI	237956	239077	-	1122	1380	1664	1041	772	747	996
YPL193W	chrXVI	181403	182548	+	1146	710	1173	626	580	498	552
YPL003W	chrXVI	552020	553408	+	1389	745	958	592	512	484	568
YPL178W	chrXVI	212158	212784	+	627	914	1141	830	508	697	551
YPL013C	chrXVI	528985	529350	-	366	1239	1749	1134	684	800	637
YPR012W	chrXVI	584309	584563	+	255	60	101	27	36	26	45
YPR042C	chrXVI	650435	653662	-	3228	1199	1265	1177	713	622	754
YPL103C	chrXVI	358000	359406	-	1407	314	342	305	188	197	200
YPR028W	chrXVI;chrXVI	623527;623711	623577;624202	+;+	543	4598	5979	3257	2429	2668	2459
YPR039W	chrXVI	647012	647347	+	336	10	7	6	3	5	4
YPR089W	chrXVI	713275	715941	+	2667	1913	2486	1911	1287	1328	1519
YPL075W	chrXVI;chrXVI	412254;413013	412261;415362	+;+	2358	1850	2153	2076	1059	1287	1242
YPR196W	chrXVI	931376	932788	+	1413	146	238	207	134	115	138
YPR077C	chrXVI	697131	697502	-	372	1	4	1	0	2	0
YPL024W	chrXVI	503517	504242	+	726	567	966	636	441	470	399
YPR008W	chrXVI	573018	575102	+	2085	2595	3528	2468	1461	1740	2167
YPR071W	chrXVI	688172	688807	+	636	482	605	408	305	291	229
YPL182C	chrXVI	203306	203689	-	384	88	111	66	66	38	76
tC(GCA)P2	chrXVI	775765	775836	-	72	0	2	2	0	1	1
YPR062W	chrXVI	677165	677641	+	477	1176	1526	1666	626	996	721
YPL277C	chrXVI	15405	16868	-	1464	879	1113	841	694	664	646
YPR125W	chrXVI	787961	789325	+	1365	381	494	400	210	336	267
YPR131C	chrXVI	793911	794498	-	588	710	777	679	378	491	363
YPL221W	chrXVI	133043	135424	+	2382	5014	5660	3523	3827	3278	3273
YPR073C	chrXVI	691933	692418	-	486	517	788	662	280	474	264
YPL262W	chrXVI	47336	48802	+	1467	2237	2450	1569	1196	1180	1590
snR45	chrXVI	821732	821903	+	172	2	3	0	0	4	5
YPR036W	chrXVI	643836	645272	+	1437	2503	2647	2127	1333	1742	1502
YPL031C	chrXVI;chrXVI	492018;493021	492918;493037	-;-	918	1440	2007	1267	1026	954	1186
YPL237W	chrXVI	100496	101353	+	858	249	330	256	172	191	180
YPL053C	chrXVI	457118	458458	-	1341	1159	1592	1355	736	971	714
YPR109W	chrXVI	744689	745573	+	885	849	972	869	386	579	321
YPR159C-A	chrXVI	860314	860415	-	102	7	3	7	2	2	3
YPL122C	chrXVI	319226	320767	-	1542	624	784	446	431	417	400
YPL085W	chrXVI	387067	393654	+	6588	2639	3488	2685	1956	1879	2393
YPR104C	chrXVI	733623	736433	-	2811	1493	2036	1510	1067	1059	1000
YPR186C	chrXVI	909733	911022	-	1290	465	570	624	372	380	240
YPR201W	chrXVI	939922	941136	+	1215	473	626	353	280	298	381
YPL138C	chrXVI	291366	292427	-	1062	1240	1684	1344	812	920	744
YPR030W	chrXVI	627880	631245	+	3366	16455	19727	12275	9647	10259	12119
YPR190C	chrXVI	917077	919041	-	1965	514	828	769	431	460	363
YPL043W	chrXVI	469939	471996	+	2058	939	1500	1116	700	848	671
YPL108W	chrXVI	348446	348952	+	507	139	254	196	96	117	83
YPL105C	chrXVI	352863	355412	-	2550	2104	2667	2409	1309	1568	1696
YPL168W	chrXVI	231217	232509	+	1293	417	676	408	272	361	281
YPR018W	chrXVI	594476	596296	+	1821	331	526	551	301	329	255
YPR132W	chrXVI;chrXVI	794965;795395	795029;795767	+;+	438	301	592	234	198	265	172
YPL222C-A	chrXVI	131870	132115	-	246	0	0	0	0	0	0
YPR137W	chrXVI	802359	804080	+	1722	446	598	477	331	399	287
YPL219W	chrXVI	136750	138228	+	1479	1055	1236	948	677	619	745
tS(UGA)P	chrXVI	689565	689646	+	82	0	0	0	0	0	0
YPL029W	chrXVI	495506	497719	+	2214	398	505	490	302	368	284
YPL113C	chrXVI	335953	337143	-	1191	308	438	262	246	219	222
YPL190C	chrXVI	185317	187725	-	2409	2133	3103	2388	1449	1680	2008
YPL241C	chrXVI;chrXVI	95372;96234	96153;96258	-;-	807	149	197	136	87	107	73
YPL281C	chrXVI	9557	10870	-	1314	0	7	0	5	5	4
YPL023C	chrXVI	504339	506312	-	1974	1769	2250	1437	1186	1260	1343
YPR043W	chrXVI;chrXVI	654166;654571	654167;654847	+;+	279	4	6	2	2	0	1
YPR116W	chrXVI	758648	759481	+	834	151	166	168	71	132	114
YPL252C	chrXVI	73363	73881	-	519	345	463	339	206	243	267
YPR047W	chrXVI	657529	658938	+	1410	349	443	330	262	282	230
YPL119C-A	chrXVI	324024	324287	-	264	596	765	349	338	343	375
YPL194W	chrXVI	179277	181115	+	1839	549	812	472	381	348	459
YPL157W	chrXVI	254814	255761	+	948	364	612	418	285	316	268
YPL177C	chrXVI	213042	213962	-	921	3697	4628	2945	2018	2348	3041
YPR165W	chrXVI	875368	875997	+	630	5363	6906	4738	3484	4129	2982
YPL037C	chrXVI	481428	481901	-	474	1168	1673	1146	764	959	731
YPR093C	chrXVI	719558	720424	-	867	1558	1621	1844	847	1129	958
tG(GCC)P1	chrXVI	572269	572339	+	71	2	5	0	1	6	0
YPR066W	chrXVI	681213	682112	+	900	466	520	332	233	304	272
YPL247C	chrXVI	82625	84196	-	1572	8193	9014	5879	3974	4425	6012
YPL101W	chrXVI	360209	361579	+	1371	1692	2149	1680	1051	1180	1115
YPL064C	chrXVI	428711	429616	-	906	1604	1999	1448	950	1051	955
YPL256C	chrXVI	64977	66614	-	1638	63	78	80	43	47	51
YPL099C	chrXVI	363520	364068	-	549	591	1046	623	310	463	254
YPR023C	chrXVI	608826	610031	-	1206	4601	5878	3864	2745	3079	2923
YPL093W	chrXVI	370978	372921	+	1944	1169	2223	1513	1018	1177	889
YPL134C	chrXVI	298571	299503	-	933	761	1062	525	411	521	475
YPL153C	chrXVI	261727	264192	-	2466	166	158	248	145	187	84
YPL222W	chrXVI	130162	132228	+	2067	13559	16755	15403	9138	9771	10336
YPR075C	chrXVI	695737	696819	-	1083	1878	2851	2140	1487	1666	1598
YPL118W	chrXVI	326628	327662	+	1035	1273	1831	1159	900	933	751
YPL239W	chrXVI	99484	100086	+	603	1226	1730	1487	875	1113	949
YPR136C	chrXVI	802325	802837	-	513	3	12	6	8	2	2
YPL033C	chrXVI	487362	488207	-	846	22	52	40	18	36	20
YPR045C	chrXVI	655140	656552	-	1413	1161	1512	915	751	711	698
YPR038W	chrXVI	646836	647195	+	360	0	0	0	0	0	0
YPR011C	chrXVI	583062	584042	-	981	256	365	240	168	168	176
YPL100W	chrXVI	361872	363362	+	1491	1577	1770	1135	815	796	953
YPL076W	chrXVI	410443	411285	+	843	553	765	996	279	600	286
YPL027W	chrXVI	499665	500402	+	738	92	165	62	48	67	75
YPL271W	chrXVI	30079	30267	+	189	1621	2306	1699	1001	1150	1143
YPL128C	chrXVI	306533	308221	-	1689	1204	1561	1324	744	828	814
YPL139C	chrXVI	289669	291051	-	1383	950	1296	783	641	677	653
YPL005W	chrXVI	548486	550306	+	1821	705	926	667	468	485	447
YPL148C	chrXVI	272294	272815	-	522	141	300	145	103	117	104
YPL080C	chrXVI	406172	406498	-	327	15	10	4	12	9	16
YPL265W	chrXVI	41043	42869	+	1827	1226	2278	1808	1212	1148	1436
snR59	chrXVI	173827	173904	+	78	0	2	1	0	1	0
YPR052C	chrXVI	665693	665974	-	282	79	88	63	37	54	44
YPR145C-A	chrXVI	824690	824926	-	237	10315	12161	12832	5472	10431	2928
YPL096W	chrXVI	366927	368018	+	1092	1026	1298	961	651	738	698
YPR078C	chrXVI	697147	698265	-	1119	347	552	310	271	329	223
YPL104W	chrXVI	355700	357676	+	1977	833	905	946	462	559	482
YPR074W-A	chrXVI	695018	695188	+	171	2	2	2	0	2	0
YPL283W-B	chrXVI	643	1125	+	483	0	0	0	0	0	0
YPR162C	chrXVI	866715	868304	-	1590	564	902	707	439	427	516
YPL030W	chrXVI	493543	495246	+	1704	462	607	507	309	312	251
YPL069C	chrXVI	422885	423892	-	1008	759	915	585	483	475	385
YPL188W	chrXVI	191406	192650	+	1245	1870	2316	1257	1121	1168	1419
YPL201C	chrXVI	169770	171155	-	1386	190	519	257	286	225	193
YPL207W	chrXVI	159909	162341	+	2433	2227	3384	2024	1720	1709	1581
YPR021C	chrXVI	600649	603357	-	2709	852	922	642	523	418	517
YPL253C	chrXVI	71063	73006	-	1944	1639	1408	825	1035	895	794
YPR040W	chrXVI	647305	648375	+	1071	2147	2488	3173	1355	1905	1330
YPL143W	chrXVI;chrXVI	282122;282666	282140;282970	+;+	324	1	6	4	2	7	6
YPL132W	chrXVI	301716	302618	+	903	406	456	349	254	217	272
YPL171C	chrXVI	226169	227371	-	1203	965	1314	992	559	884	696
YPL126W	chrXVI	310210	312900	+	2691	1625	2543	1703	1317	1361	1154
YPR063C	chrXVI;chrXVI	677812;678280	678193;678320	-;-	423	874	987	942	456	686	579
YPR187W	chrXVI;chrXVI	911257;911353	911276;911800	+;+	468	943	1860	1012	679	911	458
YPL007C	chrXVI	542082	543848	-	1767	422	553	454	204	300	275
YPL209C	chrXVI	156490	157593	-	1104	116	153	94	76	88	54
YPR182W	chrXVI	900194	900454	+	261	224	305	248	136	181	163
YPL242C	chrXVI	90622	95109	-	4488	1445	2206	1795	1017	1183	975
YPL205C	chrXVI	163922	164266	-	345	179	268	243	141	159	156
YPL278C	chrXVI	15053	15355	-	303	239	295	173	146	124	162
YPR086W	chrXVI	710101	711138	+	1038	3741	4336	4618	2250	2643	2392
YPR117W	chrXVI	760025	767494	+	7470	3451	3634	2231	1876	1775	2350
YPL096C-A	chrXVI	366529	366735	-	207	106	119	98	92	45	80
YPR092W	chrXVI	718379	718684	+	306	7	7	13	4	6	2
YPL086C	chrXVI	384773	386446	-	1674	466	735	425	370	312	366
YPR005C	chrXVI	565787	566671	-	885	1394	2614	1419	1193	1356	1152
YPR046W	chrXVI	656799	657344	+	546	225	247	188	135	146	83
tK(CUU)P	chrXVI	582062	582134	+	73	1	0	0	2	0	1
YPL269W	chrXVI	33013	34947	+	1935	490	647	459	283	317	228
YPL135C-A	chrXVI	297678	297851	-	174	0	0	0	0	0	0
YPR105C	chrXVI	736984	739569	-	2586	1224	1536	1296	704	837	843
YPL158C	chrXVI	252034	254310	-	2277	334	378	344	193	239	236
tE(UUC)P	chrXVI	210192	210263	-	72	0	0	0	0	0	0
YPL094C	chrXVI	369839	370663	-	825	1225	1737	1178	725	940	874
YPR176C	chrXVI	891101	892078	-	978	983	1267	915	467	600	431
YPL191C	chrXVI	183597	184679	-	1083	395	548	391	287	283	250
YPR204C-A	chrXVI	946856	947338	-	483	0	0	0	0	0	0
YPR163C	chrXVI	868645	869955	-	1311	2149	3315	2170	1920	1764	1824
YPL229W	chrXVI	117067	117687	+	621	2186	2818	2276	1363	1617	1678
YPR160W	chrXVI	861306	864014	+	2709	2869	3382	2314	1450	1765	2499
YPL049C	chrXVI	462481	463839	-	1359	2620	3190	2011	1695	1625	1843
YPL066W	chrXVI	426233	427672	+	1440	2206	2843	2735	1234	1843	1683
YPL183W-A	chrXVI	199095	199376	+	282	178	316	193	108	146	136
YPL235W	chrXVI	103232	104647	+	1416	1867	2155	1752	1034	1194	1193
YPL141C	chrXVI	283464	286061	-	2598	2583	3806	2444	2074	2119	2137
tF(GAA)P1	chrXVI;chrXVI	560198;560253	560233;560289	-;-	73	1	3	2	0	0	0
YPR144C	chrXVI	819765	821423	-	1659	658	1046	690	633	538	550
YPL249C-A	chrXVI;chrXVI	75699;76224	75985;76239	-;-	303	25	18	10	21	7	6
YPR128C	chrXVI	791218	792204	-	987	415	537	353	230	318	254
YPR054W	chrXVI	666280	667446	+	1167	335	429	345	215	219	235
YPL156C	chrXVI	255913	256767	-	855	643	1025	676	497	570	480
YPL173W	chrXVI	223143	224036	+	894	604	852	586	428	478	420
YPR098C	chrXVI;chrXVI	728947;729482	729385;729528	-;-	486	3876	4222	2966	1691	2285	1878
YPL260W	chrXVI	49303	50958	+	1656	3508	4791	3662	2522	2603	2403
YPL251W	chrXVI	73625	73927	+	303	0	6	3	1	3	1
YPL016W	chrXVI	521014	524958	+	3945	808	906	766	394	548	579
YPR095C	chrXVI	721037	724717	-	3681	1523	1785	1285	843	982	1000
YPR079W	chrXVI	698869	700014	+	1146	1176	1572	1153	769	847	742
YPR010C	chrXVI	577585	581196	-	3612	898	1428	973	807	744	740
YPL046C	chrXVI	466644	466943	-	300	323	588	387	246	370	252
YPL021W	chrXVI	511101	511664	+	564	6	20	18	12	4	8
YPL268W	chrXVI	35236	37845	+	2610	1457	2532	2068	1248	1270	1260
YPL283C	chrXVI;chrXVI	280;5989	5840;6007	-;-	5580	0	0	0	0	0	0
YPL206C	chrXVI	162632	163597	-	966	3556	4571	3603	2106	2657	2017
YPR055W	chrXVI	667676	670873	+	3198	1391	1743	1291	889	890	901
YPR138C	chrXVI	810984	812453	-	1470	1424	1737	1877	1044	1119	1214
YPL243W	chrXVI	88517	90316	+	1800	941	1165	719	590	592	621
YPR127W	chrXVI	790083	791120	+	1038	6131	7901	6791	3112	4211	4631
YPL095C	chrXVI	368071	369441	-	1371	850	1183	898	454	650	488
YPR027C	chrXVI	620425	621258	-	834	106	235	126	117	114	109
YPL232W	chrXVI	107275	108147	+	873	3934	4989	3900	2792	3141	2560
YPL124W	chrXVI	316755	317516	+	762	94	87	57	66	55	82
YPR041W	chrXVI	648704	649921	+	1218	1993	3044	1797	1372	1532	1447
YPL083C	chrXVI	396702	398105	-	1404	288	409	275	239	186	277
YPL048W	chrXVI	464401	465648	+	1248	9541	11591	8279	5885	6567	7647
YPL120W	chrXVI	322071	323744	+	1674	993	1222	866	582	706	636
